Train_No,Start_Station_Code,Start_Station_Name,Start_Departure_Time,End_Station_Code,End_Station_Name,End_Arrival_Time,Midnight_Rollover,Duration_Minutes,Duration_Hours,Duration_Computable,Duration_Status,Total_Distance_km,Route_Type,Classification_Basis
40418,TBM,TAMBARAM,21:30:00,MSB,CHENNAI BEAC,22:25:00,False,55.0,0.92,True,Valid (Same Day),29.0,Short,Duration
40419,MSB,CHENNAI BEAC,23:20:00,TBM,TAMBARAM,00:15:00,True,55.0,0.92,True,Valid (Midnight Rollover +1 Day),29.0,Short,Duration
40420,TBM,TAMBARAM,22:30:00,MSB,CHENNAI BEAC,23:25:00,False,55.0,0.92,True,Valid (Same Day),29.0,Short,Duration
40421,MSB,CHENNAI BEAC,23:59:00,TBM,TAMBARAM,00:54:00,True,55.0,0.92,True,Valid (Midnight Rollover +1 Day),29.0,Short,Duration
40422,TBM,TAMBARAM,23:30:00,MSB,CHENNAI BEAC,00:25:00,True,55.0,0.92,True,Valid (Midnight Rollover +1 Day),29.0,Short,Duration
40501,MSB,CHENNAI BEAC,03:55:00,CGL,CHENGALPATTU,05:35:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40502,CGL,CHENGALPATTU,03:55:00,MSB,CHENNAI BEAC,05:50:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40503,MSB,CHENNAI BEAC,04:40:00,CGL,CHENGALPATTU,06:25:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40504,CGL,CHENGALPATTU,04:35:00,MSB,CHENNAI BEAC,06:25:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40505,MSB,CHENNAI BEAC,05:00:00,CGL,CHENGALPATTU,06:45:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40506,CGL,CHENGALPATTU,04:55:00,MSB,CHENNAI BEAC,06:40:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40507,MSB,CHENNAI BEAC,05:20:00,CGL,CHENGALPATTU,07:05:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40508,CGL,CHENGALPATTU,05:10:00,MSB,CHENNAI BEAC,07:05:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40509,MSB,CHENNAI BEAC,05:55:00,CGL,CHENGALPATTU,07:35:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40510,CGL,CHENGALPATTU,05:50:00,MSB,CHENNAI BEAC,07:40:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40511,MSB,CHENNAI BEAC,06:10:00,CGL,CHENGALPATTU,07:50:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40512,CGL,CHENGALPATTU,06:40:00,MSB,CHENNAI BEAC,08:27:00,False,107.0,1.78,True,Valid (Same Day),59.0,Medium,Duration
40513,MSB,CHENNAI BEAC,06:30:00,CGL,CHENGALPATTU,08:15:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40514,CGL,CHENGALPATTU,07:00:00,MSB,CHENNAI BEAC,08:32:00,False,92.0,1.53,True,Valid (Same Day),59.0,Medium,Duration
40515,MSB,CHENNAI BEAC,06:45:00,CGL,CHENGALPATTU,08:25:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40516,CGL,CHENGALPATTU,07:25:00,MSB,CHENNAI BEAC,08:57:00,False,92.0,1.53,True,Valid (Same Day),59.0,Medium,Duration
40517,MSB,CHENNAI BEAC,06:55:00,CGL,CHENGALPATTU,08:35:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40518,CGL,CHENGALPATTU,07:50:00,MSB,CHENNAI BEAC,09:20:00,False,90.0,1.5,True,Valid (Same Day),59.0,Medium,Duration
40519,MSB,CHENNAI BEAC,07:38:00,CGL,CHENGALPATTU,09:20:00,False,102.0,1.7,True,Valid (Same Day),59.0,Medium,Duration
40520,CGL,CHENGALPATTU,08:05:00,MSB,CHENNAI BEAC,09:47:00,False,102.0,1.7,True,Valid (Same Day),59.0,Medium,Duration
40522,CGL,CHENGALPATTU,08:25:00,MSB,CHENNAI BEAC,09:55:00,False,90.0,1.5,True,Valid (Same Day),59.0,Medium,Duration
40523,MSB,CHENNAI BEAC,08:56:00,CGL,CHENGALPATTU,10:40:00,False,104.0,1.73,True,Valid (Same Day),59.0,Medium,Duration
40524,CGL,CHENGALPATTU,08:40:00,MSB,CHENNAI BEAC,10:20:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40525,MSB,CHENNAI BEAC,09:38:00,CGL,CHENGALPATTU,11:25:00,False,107.0,1.78,True,Valid (Same Day),59.0,Medium,Duration
40526,CGL,CHENGALPATTU,08:50:00,MSB,CHENNAI BEAC,10:20:00,False,90.0,1.5,True,Valid (Same Day),59.0,Medium,Duration
40527,MSB,CHENNAI BEAC,10:14:00,CGL,CHENGALPATTU,12:00:00,False,106.0,1.77,True,Valid (Same Day),59.0,Medium,Duration
40528,CGL,CHENGALPATTU,09:40:00,MSB,CHENNAI BEAC,11:30:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40529,MSB,CHENNAI BEAC,11:02:00,CGL,CHENGALPATTU,12:45:00,False,103.0,1.72,True,Valid (Same Day),59.0,Medium,Duration
40531,MSB,CHENNAI BEAC,11:55:00,CGL,CHENGALPATTU,13:35:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40532,CGL,CHENGALPATTU,10:50:00,MSB,CHENNAI BEAC,12:38:00,False,108.0,1.8,True,Valid (Same Day),59.0,Medium,Duration
40533,MSB,CHENNAI BEAC,12:30:00,CGL,CHENGALPATTU,14:10:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40534,CGL,CHENGALPATTU,11:50:00,MSB,CHENNAI BEAC,13:30:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40535,MSB,CHENNAI BEAC,13:09:00,CGL,CHENGALPATTU,15:00:00,False,111.0,1.85,True,Valid (Same Day),59.0,Medium,Duration
40536,CGL,CHENGALPATTU,12:15:00,MSB,CHENNAI BEAC,13:55:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40538,CGL,CHENGALPATTU,13:00:00,MSB,CHENNAI BEAC,14:42:00,False,102.0,1.7,True,Valid (Same Day),59.0,Medium,Duration
40539,MSB,CHENNAI BEAC,13:47:00,CGL,CHENGALPATTU,15:30:00,False,103.0,1.72,True,Valid (Same Day),59.0,Medium,Duration
40540,CGL,CHENGALPATTU,13:50:00,MSB,CHENNAI BEAC,15:30:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40541,MSB,CHENNAI BEAC,14:13:00,CGL,CHENGALPATTU,16:00:00,False,107.0,1.78,True,Valid (Same Day),59.0,Medium,Duration
40542,CGL,CHENGALPATTU,14:25:00,MSB,CHENNAI BEAC,16:10:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40543,MSB,CHENNAI BEAC,14:47:00,CGL,CHENGALPATTU,16:30:00,False,103.0,1.72,True,Valid (Same Day),59.0,Medium,Duration
40544,CGL,CHENGALPATTU,15:15:00,MSB,CHENNAI BEAC,16:55:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40545,MSB,CHENNAI BEAC,15:35:00,CGL,CHENGALPATTU,17:20:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40547,MSB,CHENNAI BEAC,16:15:00,CGL,CHENGALPATTU,17:55:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40548,CGL,CHENGALPATTU,15:40:00,MSB,CHENNAI BEAC,17:22:00,False,102.0,1.7,True,Valid (Same Day),59.0,Medium,Duration
40549,MSB,CHENNAI BEAC,16:32:00,CGL,CHENGALPATTU,18:25:00,False,113.0,1.88,True,Valid (Same Day),59.0,Medium,Duration
40550,CGL,CHENGALPATTU,16:35:00,MSB,CHENNAI BEAC,18:20:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40551,MSB,CHENNAI BEAC,16:50:00,CGL,CHENGALPATTU,18:45:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40552,CGL,CHENGALPATTU,17:00:00,MSB,CHENNAI BEAC,18:41:00,False,101.0,1.68,True,Valid (Same Day),59.0,Medium,Duration
40553,MSB,CHENNAI BEAC,17:20:00,CGL,CHENGALPATTU,19:10:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40554,CGL,CHENGALPATTU,17:30:00,MSB,CHENNAI BEAC,19:10:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40555,MSB,CHENNAI BEAC,17:38:00,CGL,CHENGALPATTU,19:25:00,False,107.0,1.78,True,Valid (Same Day),59.0,Medium,Duration
40556,CGL,CHENGALPATTU,18:05:00,MSB,CHENNAI BEAC,19:50:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40557,MSB,CHENNAI BEAC,18:07:00,CGL,CHENGALPATTU,19:50:00,False,103.0,1.72,True,Valid (Same Day),59.0,Medium,Duration
40558,CGL,CHENGALPATTU,18:40:00,MSB,CHENNAI BEAC,20:30:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40559,MSB,CHENNAI BEAC,18:33:00,CGL,CHENGALPATTU,20:10:00,False,97.0,1.62,True,Valid (Same Day),59.0,Medium,Duration
40560,CGL,CHENGALPATTU,19:00:00,MSB,CHENNAI BEAC,20:46:00,False,106.0,1.77,True,Valid (Same Day),59.0,Medium,Duration
40561,MSB,CHENNAI BEAC,18:40:00,CGL,CHENGALPATTU,20:30:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40562,CGL,CHENGALPATTU,19:25:00,MSB,CHENNAI BEAC,21:05:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40563,MSB,CHENNAI BEAC,19:32:00,CGL,CHENGALPATTU,21:30:00,False,118.0,1.97,True,Valid (Same Day),59.0,Medium,Duration
40564,CGL,CHENGALPATTU,19:45:00,MSB,CHENNAI BEAC,21:37:00,False,112.0,1.87,True,Valid (Same Day),59.0,Medium,Duration
40565,MSB,CHENNAI BEAC,19:56:00,CGL,CHENGALPATTU,21:40:00,False,104.0,1.73,True,Valid (Same Day),59.0,Medium,Duration
40566,CGL,CHENGALPATTU,20:10:00,MSB,CHENNAI BEAC,21:50:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40567,MSB,CHENNAI BEAC,20:52:00,CGL,CHENGALPATTU,22:40:00,False,108.0,1.8,True,Valid (Same Day),59.0,Medium,Duration
40568,CGL,CHENGALPATTU,20:50:00,MSB,CHENNAI BEAC,22:45:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40569,MSB,CHENNAI BEAC,21:20:00,CGL,CHENGALPATTU,23:00:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40570,CGL,CHENGALPATTU,21:10:00,MSB,CHENNAI BEAC,23:00:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40571,MSB,CHENNAI BEAC,21:45:00,CGL,CHENGALPATTU,23:25:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40572,CGL,CHENGALPATTU,22:15:00,MSB,CHENNAI BEAC,00:00:00,True,105.0,1.75,True,Valid (Midnight Rollover +1 Day),59.0,Medium,Duration
40573,MSB,CHENNAI BEAC,22:45:00,CGL,CHENGALPATTU,00:45:00,True,120.0,2.0,True,Valid (Midnight Rollover +1 Day),59.0,Medium,Duration
40574,CGL,CHENGALPATTU,23:10:00,MSB,CHENNAI BEAC,00:50:00,True,100.0,1.67,True,Valid (Midnight Rollover +1 Day),59.0,Medium,Duration
40601,MSB,CHENNAI BEAC,03:55:00,CGL,CHENGALPATTU,05:35:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40602,CGL,CHENGALPATTU,03:55:00,MSB,CHENNAI BEAC,05:50:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40603,MSB,CHENNAI BEAC,04:40:00,CGL,CHENGALPATTU,06:25:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40604,CGL,CHENGALPATTU,04:35:00,MSB,CHENNAI BEAC,06:25:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40605,MSB,CHENNAI BEAC,05:00:00,CGL,CHENGALPATTU,06:45:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40606,CGL,CHENGALPATTU,04:55:00,MSB,CHENNAI BEAC,06:40:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40607,MSB,CHENNAI BEAC,05:20:00,CGL,CHENGALPATTU,07:05:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40608,CGL,CHENGALPATTU,05:10:00,MSB,CHENNAI BEAC,07:05:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40609,MSB,CHENNAI BEAC,05:55:00,CGL,CHENGALPATTU,07:35:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40610,CGL,CHENGALPATTU,05:50:00,MSB,CHENNAI BEAC,07:40:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40612,CGL,CHENGALPATTU,06:40:00,MSB,CHENNAI BEAC,08:40:00,False,120.0,2.0,True,Valid (Same Day),59.0,Medium,Duration
40613,MSB,CHENNAI BEAC,06:30:00,CGL,CHENGALPATTU,08:15:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40614,CGL,CHENGALPATTU,07:00:00,MSB,CHENNAI BEAC,08:55:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40615,MSB,CHENNAI BEAC,06:45:00,CGL,CHENGALPATTU,08:25:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40616,CGL,CHENGALPATTU,07:25:00,MSB,CHENNAI BEAC,09:20:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40617,MSB,CHENNAI BEAC,07:38:00,CGL,CHENGALPATTU,09:30:00,False,112.0,1.87,True,Valid (Same Day),59.0,Medium,Duration
40618,CGL,CHENGALPATTU,07:50:00,MSB,CHENNAI BEAC,09:30:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40619,MSB,CHENNAI BEAC,09:00:00,CGL,CHENGALPATTU,10:40:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40621,MSB,CHENNAI BEAC,09:35:00,CGL,CHENGALPATTU,11:25:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40622,CGL,CHENGALPATTU,08:25:00,MSB,CHENNAI BEAC,10:05:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40623,MSB,CHENNAI BEAC,10:15:00,CGL,CHENGALPATTU,12:00:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40624,CGL,CHENGALPATTU,08:45:00,MSB,CHENNAI BEAC,10:25:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40625,MSB,CHENNAI BEAC,11:00:00,CGL,CHENGALPATTU,12:45:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40626,CGL,CHENGALPATTU,09:40:00,MSB,CHENNAI BEAC,11:25:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40627,MSB,CHENNAI BEAC,12:00:00,CGL,CHENGALPATTU,13:40:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40628,CGL,CHENGALPATTU,10:50:00,MSB,CHENNAI BEAC,12:35:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40629,MSB,CHENNAI BEAC,12:30:00,CGL,CHENGALPATTU,14:10:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40630,CGL,CHENGALPATTU,11:50:00,MSB,CHENNAI BEAC,13:35:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40631,MSB,CHENNAI BEAC,13:15:00,CGL,CHENGALPATTU,15:00:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40632,CGL,CHENGALPATTU,12:15:00,MSB,CHENNAI BEAC,13:55:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40633,MSB,CHENNAI BEAC,13:45:00,CGL,CHENGALPATTU,15:30:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40634,CGL,CHENGALPATTU,13:00:00,MSB,CHENNAI BEAC,14:40:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40635,MSB,CHENNAI BEAC,14:15:00,CGL,CHENGALPATTU,16:00:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40636,CGL,CHENGALPATTU,13:50:00,MSB,CHENNAI BEAC,15:40:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40637,MSB,CHENNAI BEAC,14:45:00,CGL,CHENGALPATTU,16:30:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40638,CGL,CHENGALPATTU,14:25:00,MSB,CHENNAI BEAC,16:05:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40639,MSB,CHENNAI BEAC,15:40:00,CGL,CHENGALPATTU,17:20:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40640,CGL,CHENGALPATTU,15:15:00,MSB,CHENNAI BEAC,16:55:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40641,MSB,CHENNAI BEAC,16:10:00,CGL,CHENGALPATTU,17:55:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40642,CGL,CHENGALPATTU,15:40:00,MSB,CHENNAI BEAC,17:25:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40643,MSB,CHENNAI BEAC,16:50:00,CGL,CHENGALPATTU,18:45:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40644,CGL,CHENGALPATTU,16:35:00,MSB,CHENNAI BEAC,18:25:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40645,MSB,CHENNAI BEAC,17:20:00,CGL,CHENGALPATTU,19:10:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40646,CGL,CHENGALPATTU,17:00:00,MSB,CHENNAI BEAC,18:45:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40647,MSB,CHENNAI BEAC,17:40:00,CGL,CHENGALPATTU,19:25:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40648,CGL,CHENGALPATTU,17:30:00,MSB,CHENNAI BEAC,19:05:00,False,95.0,1.58,True,Valid (Same Day),59.0,Medium,Duration
40649,MSB,CHENNAI BEAC,18:10:00,CGL,CHENGALPATTU,20:00:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40650,CGL,CHENGALPATTU,18:05:00,MSB,CHENNAI BEAC,19:55:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40651,MSB,CHENNAI BEAC,18:30:00,CGL,CHENGALPATTU,20:15:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40652,CGL,CHENGALPATTU,18:40:00,MSB,CHENNAI BEAC,20:25:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40653,MSB,CHENNAI BEAC,18:50:00,CGL,CHENGALPATTU,20:30:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40654,CGL,CHENGALPATTU,19:25:00,MSB,CHENNAI BEAC,21:05:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40655,MSB,CHENNAI BEAC,19:40:00,CGL,CHENGALPATTU,21:30:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40656,CGL,CHENGALPATTU,19:45:00,MSB,CHENNAI BEAC,21:35:00,False,110.0,1.83,True,Valid (Same Day),59.0,Medium,Duration
40657,MSB,CHENNAI BEAC,20:10:00,CGL,CHENGALPATTU,21:50:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40658,CGL,CHENGALPATTU,20:25:00,MSB,CHENNAI BEAC,22:10:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40659,MSB,CHENNAI BEAC,20:52:00,CGL,CHENGALPATTU,22:40:00,False,108.0,1.8,True,Valid (Same Day),59.0,Medium,Duration
40660,CGL,CHENGALPATTU,20:50:00,MSB,CHENNAI BEAC,22:45:00,False,115.0,1.92,True,Valid (Same Day),59.0,Medium,Duration
40661,MSB,CHENNAI BEAC,21:30:00,CGL,CHENGALPATTU,23:15:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40662,CGL,CHENGALPATTU,21:15:00,MSB,CHENNAI BEAC,23:00:00,False,105.0,1.75,True,Valid (Same Day),59.0,Medium,Duration
40663,MSB,CHENNAI BEAC,21:45:00,CGL,CHENGALPATTU,23:25:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40664,CGL,CHENGALPATTU,22:15:00,MSB,CHENNAI BEAC,23:55:00,False,100.0,1.67,True,Valid (Same Day),59.0,Medium,Duration
40665,MSB,CHENNAI BEAC,22:50:00,CGL,CHENGALPATTU,00:45:00,True,115.0,1.92,True,Valid (Midnight Rollover +1 Day),59.0,Medium,Duration
40666,CGL,CHENGALPATTU,23:10:00,MSB,CHENNAI BEAC,00:50:00,True,100.0,1.67,True,Valid (Midnight Rollover +1 Day),59.0,Medium,Duration
40701,MSB,CHENNAI BEAC,07:05:00,TMLP,TIRUMALPUR,10:05:00,False,180.0,3.0,True,Valid (Same Day),108.0,Medium,Duration
40702,TMLP,TIRUMALPUR,05:15:00,MSB,CHENNAI BEAC,08:12:00,False,177.0,2.95,True,Valid (Same Day),108.0,Medium,Duration
40704,TMLP,TIRUMALPUR,07:05:00,MSB,CHENNAI BEAC,09:30:00,False,145.0,2.42,True,Valid (Same Day),108.0,Medium,Duration
40705,MSB,CHENNAI BEAC,13:35:00,TMLP,TIRUMALPUR,16:35:00,False,180.0,3.0,True,Valid (Same Day),108.0,Medium,Duration
40706,TMLP,TIRUMALPUR,08:00:00,MSB,CHENNAI BEAC,10:28:00,False,148.0,2.47,True,Valid (Same Day),108.0,Medium,Duration
40707,MSB,CHENNAI BEAC,18:13:00,TMLP,TIRUMALPUR,20:40:00,False,147.0,2.45,True,Valid (Same Day),108.0,Medium,Duration
40708,TMLP,TIRUMALPUR,10:25:00,MSB,CHENNAI BEAC,13:17:00,False,172.0,2.87,True,Valid (Same Day),108.0,Medium,Duration
40709,MSB,CHENNAI BEAC,19:09:00,TMLP,TIRUMALPUR,22:15:00,False,186.0,3.1,True,Valid (Same Day),108.0,Medium,Duration
40711,MSB,CHENNAI BEAC,20:20:00,TMLP,TIRUMALPUR,23:05:00,False,165.0,2.75,True,Valid (Same Day),108.0,Medium,Duration
40712,TMLP,TIRUMALPUR,17:10:00,MSB,CHENNAI BEAC,20:14:00,False,184.0,3.07,True,Valid (Same Day),108.0,Medium,Duration
40751,MSB,CHENNAI BEAC,07:05:00,TMLP,TIRUMALPUR,10:05:00,False,180.0,3.0,True,Valid (Same Day),108.0,Medium,Duration
40752,TMLP,TIRUMALPUR,05:15:00,MSB,CHENNAI BEAC,08:10:00,False,175.0,2.92,True,Valid (Same Day),108.0,Medium,Duration
40754,TMLP,TIRUMALPUR,07:05:00,MSB,CHENNAI BEAC,09:55:00,False,170.0,2.83,True,Valid (Same Day),108.0,Medium,Duration
40755,MSB,CHENNAI BEAC,13:30:00,TMLP,TIRUMALPUR,16:35:00,False,185.0,3.08,True,Valid (Same Day),108.0,Medium,Duration
40756,TMLP,TIRUMALPUR,08:00:00,MSB,CHENNAI BEAC,10:35:00,False,155.0,2.58,True,Valid (Same Day),108.0,Medium,Duration
40757,MSB,CHENNAI BEAC,18:00:00,TMLP,TIRUMALPUR,20:40:00,False,160.0,2.67,True,Valid (Same Day),108.0,Medium,Duration
40758,TMLP,TIRUMALPUR,10:25:00,MSB,CHENNAI BEAC,13:15:00,False,170.0,2.83,True,Valid (Same Day),108.0,Medium,Duration
40759,MSB,CHENNAI BEAC,19:10:00,TMLP,TIRUMALPUR,22:15:00,False,185.0,3.08,True,Valid (Same Day),108.0,Medium,Duration
40761,MSB,CHENNAI BEAC,20:20:00,TMLP,TIRUMALPUR,23:05:00,False,165.0,2.75,True,Valid (Same Day),108.0,Medium,Duration
40762,TMLP,TIRUMALPUR,17:10:00,MSB,CHENNAI BEAC,20:08:00,False,178.0,2.97,True,Valid (Same Day),108.0,Medium,Duration
40801,MSB,CHENNAI BEAC,05:40:00,CJ,KANCHIPURAM,08:15:00,False,155.0,2.58,True,Valid (Same Day),95.0,Medium,Duration
40802,CJ,KANCHIPURAM,09:10:00,MSB,CHENNAI BEAC,11:51:00,False,161.0,2.68,True,Valid (Same Day),95.0,Medium,Duration
40803,MSB,CHENNAI BEAC,15:25:00,CJ,KANCHIPURAM,18:00:00,False,155.0,2.58,True,Valid (Same Day),95.0,Medium,Duration
40804,CJ,KANCHIPURAM,19:20:00,MSB,CHENNAI BEAC,22:05:00,False,165.0,2.75,True,Valid (Same Day),95.0,Medium,Duration
40901,CGL,CHENGALPATTU,05:15:00,TMLP,TIRUMALPUR,06:45:00,False,90.0,1.5,True,Valid (Same Day),48.0,Medium,Duration
40902,TMLP,TIRUMALPUR,21:00:00,CGL,CHENGALPATTU,22:00:00,False,60.0,1.0,True,Valid (Same Day),48.0,Short,Duration
41001,MSB,CHENNAI BEAC,03:55:00,VLCY,VELACHEERY,04:40:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41003,MSB,CHENNAI BEAC,04:40:00,VLCY,VELACHEERY,05:25:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41006,VLCY,VELACHEERY,05:45:00,MSB,CHENNAI BEAC,06:30:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41008,VLCY,VELACHEERY,06:25:00,MSB,CHENNAI BEAC,07:10:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41009,MSB,CHENNAI BEAC,05:50:00,VLCY,VELACHEERY,06:35:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41012,VLCY,VELACHEERY,06:40:00,MSB,CHENNAI BEAC,07:25:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41013,MSB,CHENNAI BEAC,06:20:00,VLCY,VELACHEERY,07:05:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41014,VLCY,VELACHEERY,06:55:00,MSB,CHENNAI BEAC,07:40:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41015,MSB,CHENNAI BEAC,06:40:00,VLCY,VELACHEERY,07:25:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41016,VLCY,VELACHEERY,07:10:00,MSB,CHENNAI BEAC,07:55:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41017,MSB,CHENNAI BEAC,07:15:00,VLCY,VELACHEERY,08:00:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41020,VLCY,VELACHEERY,07:35:00,MSB,CHENNAI BEAC,08:20:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41021,MSB,CHENNAI BEAC,07:30:00,VLCY,VELACHEERY,08:15:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
41022,VLCY,VELACHEERY,07:55:00,MSB,CHENNAI BEAC,08:40:00,False,45.0,0.75,True,Valid (Same Day),14.0,Short,Duration
